Date,PetrolPump_Name,Location,Product_Type,Quantity,Rate_per_KL ,Total_Amount,PO_Number,PO_Date,Dispatch_Date,Invoice_No.,Payment_Status,Remarks,Stockout_Flag,Dispatch_Time_hrs,Delivered_On_Time,Tank_Temp_C,Tank_Temp_Alert,Sludge_Level_%,Sludge_Alert,Tank_Cleaning_Scheduled
23-05-2025,Bharat Filling Station,Jabalpur,HSD (Diesel),23,74000,1702000,IOCL/JAB/12660,22-05-2025,23-05-2025,INV12660,Pending,Delivered on time,No,24,Yes,40.6,No,3.4,No,Not Scheduled
30-05-2025,Highway Pumps,Katni,MS (Petrol),12,74000,888000,IOCL/KAT/12661,28-05-2025,30-05-2025,INV12661,Pending,Awaiting payment,No,48,Yes,49.3,No,6.4,No,Not Scheduled
11-05-2025,XYZ Petroleum,Seoni,XP100,16,81500,1304000,IOCL/SEO/12662,10-05-2025,11-05-2025,INV12662,Paid,Awaiting payment,No,24,Yes,51.7,No,7,No,Not Scheduled
23-05-2025,Bharat Filling Station,Mandla,HSD (Diesel),9,74000,666000,IOCL/MAN/12663,22-05-2025,23-05-2025,INV12663,Paid,Cancelled due to issue,No,24,Yes,47.5,No,6.9,No,Not Scheduled
06-05-2025,Bharat Filling Station,Seoni,HSD (Diesel),21,74000,1554000,IOCL/SEO/12664,01-05-2025,06-05-2025,INV12664,Paid,Partially delivered,No,120,No,45.4,No,5,No,Not Scheduled
12-05-2025,Highway Pumps,Katni,XP100,23,72500,1667500,IOCL/KAT/12665,08-05-2025,12-05-2025,INV12665,Pending,Cancelled due to issue,No,96,No,44.2,No,4.1,No,Scheduled
04-05-2025,ABC Fuels,Sagar,XP100,24,72500,1740000,IOCL/SAG/12666,03-05-2025,04-05-2025,INV12666,Pending,Awaiting payment,No,24,Yes,49.6,No,8.5,Yes,Not Scheduled
20-05-2025,XYZ Petroleum,Narsinghpur,MS (Petrol),27,79000,2133000,IOCL/NAR/12667,15-05-2025,20-05-2025,INV12667,Paid,Awaiting payment,No,120,No,50.4,No,7.8,Yes,Not Scheduled
24-05-2025,SpeedWay Fuels,Seoni,MS (Petrol),7,79000,553000,IOCL/SEO/12668,22-05-2025,24-05-2025,INV12668,Pending,Cancelled due to issue,No,48,Yes,53.1,No,3.9,No,Not Scheduled
06-05-2025,XYZ Petroleum,Chhindwara,XP95,16,72500,1160000,IOCL/CHH/12669,03-05-2025,06-05-2025,INV12669,Paid,Partially delivered,No,72,Yes,45.1,No,1.9,No,Not Scheduled
04-05-2025,Highway Pumps,Mandla,XP100,7,81500,570500,IOCL/MAN/12670,29-04-2025,04-05-2025,INV12670,Paid,Awaiting payment,No,120,No,51.5,No,1.6,No,Scheduled
03-05-2025,SpeedWay Fuels,Narsinghpur,XP95,17,74000,1258000,IOCL/NAR/12671,02-05-2025,03-05-2025,INV12671,Pending,Awaiting payment,No,24,Yes,48.4,No,1.8,No,Not Scheduled
13-05-2025,Bharat Filling Station,Narsinghpur,XP100,5,74000,370000,IOCL/NAR/12672,08-05-2025,13-05-2025,INV12672,Pending,Partially delivered,No,120,No,53.2,No,6.2,No,Not Scheduled
21-05-2025,XYZ Petroleum,Chhindwara,MS (Petrol),27,74000,1998000,IOCL/CHH/12673,19-05-2025,21-05-2025,INV12673,Paid,Awaiting payment,No,48,Yes,47.9,No,1.5,No,Scheduled
09-05-2025,Highway Pumps,Narsinghpur,MS (Petrol),19,74000,1406000,IOCL/NAR/12674,05-05-2025,09-05-2025,INV12674,Paid,Awaiting payment,No,96,No,47.8,No,4,No,Not Scheduled
11-05-2025,ABC Fuels,Mandla,XP95,15,74000,1110000,IOCL/MAN/12675,06-05-2025,11-05-2025,INV12675,Pending,Partially delivered,No,120,No,48.7,No,7.8,Yes,Not Scheduled
16-05-2025,Bharat Filling Station,Damoh,HSD (Diesel),13,79000,1027000,IOCL/DAM/12676,12-05-2025,16-05-2025,INV12676,Pending,Delivered on time,No,96,No,51.2,No,3.6,No,Not Scheduled
15-05-2025,SpeedWay Fuels,Sagar,MS (Petrol),13,79000,1027000,IOCL/SAG/12677,14-05-2025,15-05-2025,INV12677,Paid,Partially delivered,Yes,24,Yes,54.5,No,7.9,Yes,Scheduled
15-05-2025,ABC Fuels,Mandla,XP100,27,79000,2133000,IOCL/MAN/12678,13-05-2025,15-05-2025,INV12678,Pending,Awaiting payment,No,48,Yes,41.1,No,7.7,Yes,Not Scheduled
06-05-2025,XYZ Petroleum,Seoni,XP95,14,79000,1106000,IOCL/SEO/12679,01-05-2025,06-05-2025,INV12679,Paid,Partially delivered,No,120,No,40.8,No,3.2,No,Not Scheduled
24-05-2025,ABC Fuels,Damoh,XP95,15,72500,1087500,IOCL/DAM/12680,19-05-2025,24-05-2025,INV12680,Pending,Cancelled due to issue,No,120,No,54.1,No,7.6,Yes,Not Scheduled
11-05-2025,Highway Pumps,Mandla,MS (Petrol),27,72500,1957500,IOCL/MAN/12681,08-05-2025,11-05-2025,INV12681,Pending,Delivered on time,No,72,Yes,47.9,No,7.7,Yes,Not Scheduled
30-05-2025,Highway Pumps,Sagar,MS (Petrol),16,72500,1160000,IOCL/SAG/12682,29-05-2025,30-05-2025,INV12682,Pending,Awaiting payment,Yes,24,Yes,49.2,No,4.6,No,Not Scheduled
06-05-2025,SpeedWay Fuels,Jabalpur,MS (Petrol),26,81500,2119000,IOCL/JAB/12683,02-05-2025,06-05-2025,INV12683,Paid,Partially delivered,No,96,No,47.2,No,2.9,No,Scheduled
20-05-2025,Bharat Filling Station,Mandla,XP100,10,79000,790000,IOCL/MAN/12684,15-05-2025,20-05-2025,INV12684,Pending,Awaiting payment,No,120,No,41.4,No,5.7,No,Not Scheduled
14-05-2025,SpeedWay Fuels,Katni,MS (Petrol),21,74000,1554000,IOCL/KAT/12685,13-05-2025,14-05-2025,INV12685,Pending,Cancelled due to issue,Yes,24,Yes,51.5,No,9.3,Yes,Not Scheduled
18-05-2025,ABC Fuels,Narsinghpur,HSD (Diesel),21,74000,1554000,IOCL/NAR/12686,17-05-2025,18-05-2025,INV12686,Pending,Delivered on time,No,24,Yes,51.2,No,6.8,No,Not Scheduled
20-05-2025,XYZ Petroleum,Narsinghpur,HSD (Diesel),23,74000,1702000,IOCL/NAR/12687,17-05-2025,20-05-2025,INV12687,Paid,Delivered on time,No,72,Yes,44.7,No,2.6,No,Not Scheduled
01-05-2025,XYZ Petroleum,Mandla,MS (Petrol),25,79000,1975000,IOCL/MAN/12688,28-04-2025,01-05-2025,INV12688,Pending,Delivered on time,No,72,Yes,44.6,No,7.1,Yes,Not Scheduled
07-05-2025,XYZ Petroleum,Jabalpur,XP100,29,74000,2146000,IOCL/JAB/12689,02-05-2025,07-05-2025,INV12689,Paid,Awaiting payment,No,120,No,52.6,No,4.8,No,Not Scheduled
11-05-2025,ABC Fuels,Katni,HSD (Diesel),30,74000,2220000,IOCL/KAT/12690,09-05-2025,11-05-2025,INV12690,Pending,Awaiting payment,No,48,Yes,41.1,No,6.3,No,Not Scheduled
28-05-2025,Highway Pumps,Damoh,MS (Petrol),15,79000,1185000,IOCL/DAM/12691,26-05-2025,28-05-2025,INV12691,Paid,Cancelled due to issue,No,48,Yes,53.2,No,7.6,Yes,Not Scheduled
26-05-2025,XYZ Petroleum,Jabalpur,MS (Petrol),10,79000,790000,IOCL/JAB/12692,25-05-2025,26-05-2025,INV12692,Paid,Cancelled due to issue,Yes,24,Yes,43.8,No,5.6,No,Not Scheduled
16-05-2025,ABC Fuels,Jabalpur,MS (Petrol),20,72500,1450000,IOCL/JAB/12693,12-05-2025,16-05-2025,INV12693,Paid,Partially delivered,No,96,No,48.9,No,8.3,Yes,Not Scheduled
02-05-2025,Bharat Filling Station,Sagar,XP95,9,79000,711000,IOCL/SAG/12694,28-04-2025,02-05-2025,INV12694,Paid,Partially delivered,No,96,No,54,No,7.5,Yes,Scheduled
27-05-2025,ABC Fuels,Narsinghpur,XP95,8,79000,632000,IOCL/NAR/12695,26-05-2025,27-05-2025,INV12695,Paid,Awaiting payment,No,24,Yes,50.2,No,6.5,No,Not Scheduled
21-05-2025,Highway Pumps,Sagar,HSD (Diesel),5,81500,407500,IOCL/SAG/12696,18-05-2025,21-05-2025,INV12696,Pending,Delivered on time,No,72,Yes,46.2,No,2.4,No,Scheduled
04-05-2025,ABC Fuels,Chhindwara,XP95,23,72500,1667500,IOCL/CHH/12697,02-05-2025,04-05-2025,INV12697,Pending,Partially delivered,No,48,Yes,50.3,No,8.5,Yes,Not Scheduled
27-05-2025,XYZ Petroleum,Chhindwara,XP100,9,79000,711000,IOCL/CHH/12698,22-05-2025,27-05-2025,INV12698,Paid,Delivered on time,No,120,No,45.2,No,9.4,Yes,Not Scheduled
05-05-2025,Bharat Filling Station,Damoh,XP100,21,79000,1659000,IOCL/DAM/12699,30-04-2025,05-05-2025,INV12699,Paid,Partially delivered,No,120,No,44.2,No,2.2,No,Not Scheduled
25-05-2025,XYZ Petroleum,Seoni,XP100,22,81500,1793000,IOCL/SEO/12700,21-05-2025,25-05-2025,INV12700,Paid,Partially delivered,No,96,No,55,No,5.4,No,Not Scheduled
10-05-2025,Bharat Filling Station,Narsinghpur,XP95,26,79000,2054000,IOCL/NAR/12701,06-05-2025,10-05-2025,INV12701,Paid,Partially delivered,No,96,No,51.3,No,3.3,No,Scheduled
15-05-2025,ABC Fuels,Chhindwara,HSD (Diesel),19,72500,1377500,IOCL/CHH/12702,10-05-2025,15-05-2025,INV12702,Paid,Delivered on time,No,120,No,49.7,No,7.8,Yes,Not Scheduled
08-05-2025,XYZ Petroleum,Damoh,MS (Petrol),17,74000,1258000,IOCL/DAM/12703,05-05-2025,08-05-2025,INV12703,Paid,Delivered on time,Yes,72,Yes,45.3,No,7.5,Yes,Not Scheduled
21-05-2025,XYZ Petroleum,Chhindwara,MS (Petrol),13,72500,942500,IOCL/CHH/12704,18-05-2025,21-05-2025,INV12704,Paid,Partially delivered,No,72,Yes,40.7,No,2.3,No,Not Scheduled
11-05-2025,Highway Pumps,Sagar,MS (Petrol),8,79000,632000,IOCL/SAG/12705,09-05-2025,11-05-2025,INV12705,Pending,Delivered on time,No,48,Yes,40.5,No,8.9,Yes,Not Scheduled
13-05-2025,ABC Fuels,Katni,XP95,14,74000,1036000,IOCL/KAT/12706,12-05-2025,13-05-2025,INV12706,Paid,Partially delivered,No,24,Yes,48.3,No,2.6,No,Not Scheduled
20-05-2025,Bharat Filling Station,Mandla,HSD (Diesel),24,74000,1776000,IOCL/MAN/12707,16-05-2025,20-05-2025,INV12707,Pending,Partially delivered,No,96,No,51.4,No,8.2,Yes,Scheduled
04-05-2025,XYZ Petroleum,Chhindwara,MS (Petrol),17,81500,1385500,IOCL/CHH/12708,30-04-2025,04-05-2025,INV12708,Pending,Delivered on time,Yes,96,No,48.1,No,5.1,No,Not Scheduled
09-05-2025,ABC Fuels,Seoni,MS (Petrol),30,81500,2445000,IOCL/SEO/12709,06-05-2025,09-05-2025,INV12709,Paid,Delivered on time,No,72,Yes,52.6,No,4,No,Scheduled
23-05-2025,Bharat Filling Station,Katni,HSD (Diesel),8,72500,580000,IOCL/KAT/12710,22-05-2025,23-05-2025,INV12710,Pending,Awaiting payment,No,24,Yes,40.5,No,2.4,No,Scheduled
18-05-2025,XYZ Petroleum,Narsinghpur,XP95,13,74000,962000,IOCL/NAR/12711,16-05-2025,18-05-2025,INV12711,Pending,Partially delivered,No,48,Yes,45.5,No,2.5,No,Not Scheduled
25-05-2025,Bharat Filling Station,Mandla,XP95,7,72500,507500,IOCL/MAN/12712,20-05-2025,25-05-2025,INV12712,Pending,Partially delivered,No,120,No,43.6,No,7,No,Not Scheduled
28-05-2025,ABC Fuels,Damoh,XP100,24,72500,1740000,IOCL/DAM/12713,25-05-2025,28-05-2025,INV12713,Pending,Awaiting payment,No,72,Yes,46.7,No,6,No,Not Scheduled
13-05-2025,XYZ Petroleum,Jabalpur,XP95,16,79000,1264000,IOCL/JAB/12714,08-05-2025,13-05-2025,INV12714,Paid,Delivered on time,Yes,120,No,41.1,No,2.1,No,Not Scheduled
10-05-2025,ABC Fuels,Mandla,HSD (Diesel),24,72500,1740000,IOCL/MAN/12715,09-05-2025,10-05-2025,INV12715,Paid,Cancelled due to issue,No,24,Yes,54.3,No,2,No,Not Scheduled
19-05-2025,Highway Pumps,Damoh,HSD (Diesel),24,74000,1776000,IOCL/DAM/12716,17-05-2025,19-05-2025,INV12716,Paid,Delivered on time,No,48,Yes,43.3,No,1.7,No,Not Scheduled
13-05-2025,Bharat Filling Station,Chhindwara,MS (Petrol),17,81500,1385500,IOCL/CHH/12717,10-05-2025,13-05-2025,INV12717,Paid,Awaiting payment,No,72,Yes,53.8,No,7.7,Yes,Not Scheduled
23-05-2025,Highway Pumps,Jabalpur,XP95,5,79000,395000,IOCL/JAB/12718,18-05-2025,23-05-2025,INV12718,Paid,Cancelled due to issue,No,120,No,46.4,No,7.4,Yes,Not Scheduled
09-05-2025,Bharat Filling Station,Jabalpur,HSD (Diesel),6,81500,489000,IOCL/JAB/12719,05-05-2025,09-05-2025,INV12719,Paid,Delivered on time,Yes,96,No,54.8,No,1.5,No,Not Scheduled
19-05-2025,Highway Pumps,Katni,XP100,16,72500,1160000,IOCL/KAT/12720,18-05-2025,19-05-2025,INV12720,Pending,Awaiting payment,No,24,Yes,48.3,No,6,No,Not Scheduled
27-05-2025,Bharat Filling Station,Jabalpur,XP100,15,74000,1110000,IOCL/JAB/12721,23-05-2025,27-05-2025,INV12721,Pending,Partially delivered,No,96,No,54,No,1.8,No,Not Scheduled
12-05-2025,Bharat Filling Station,Damoh,MS (Petrol),24,74000,1776000,IOCL/DAM/12722,11-05-2025,12-05-2025,INV12722,Pending,Cancelled due to issue,No,24,Yes,40.1,No,9.1,Yes,Not Scheduled
13-05-2025,SpeedWay Fuels,Damoh,MS (Petrol),13,81500,1059500,IOCL/DAM/12723,08-05-2025,13-05-2025,INV12723,Paid,Awaiting payment,No,120,No,51.2,No,9.2,Yes,Not Scheduled
25-05-2025,Bharat Filling Station,Sagar,HSD (Diesel),5,81500,407500,IOCL/SAG/12724,20-05-2025,25-05-2025,INV12724,Pending,Awaiting payment,No,120,No,53.5,No,7.3,Yes,Not Scheduled
06-05-2025,ABC Fuels,Jabalpur,XP100,6,74000,444000,IOCL/JAB/12725,05-05-2025,06-05-2025,INV12725,Pending,Delivered on time,No,24,Yes,42.1,No,9.3,Yes,Not Scheduled
15-05-2025,XYZ Petroleum,Sagar,MS (Petrol),27,74000,1998000,IOCL/SAG/12726,12-05-2025,15-05-2025,INV12726,Pending,Delivered on time,Yes,72,Yes,41.4,No,8.3,Yes,Not Scheduled
03-05-2025,XYZ Petroleum,Katni,XP100,19,81500,1548500,IOCL/KAT/12727,02-05-2025,03-05-2025,INV12727,Pending,Delivered on time,No,24,Yes,46.4,No,8.5,Yes,Scheduled
18-05-2025,Highway Pumps,Jabalpur,XP95,14,74000,1036000,IOCL/JAB/12728,15-05-2025,18-05-2025,INV12728,Pending,Cancelled due to issue,No,72,Yes,54,No,6.1,No,Not Scheduled
14-05-2025,ABC Fuels,Jabalpur,XP95,26,74000,1924000,IOCL/JAB/12729,11-05-2025,14-05-2025,INV12729,Pending,Cancelled due to issue,No,72,Yes,48.1,No,3.8,No,Not Scheduled
11-05-2025,ABC Fuels,Chhindwara,MS (Petrol),15,79000,1185000,IOCL/CHH/12730,08-05-2025,11-05-2025,INV12730,Pending,Partially delivered,No,72,Yes,47.9,No,3,No,Not Scheduled
26-05-2025,Bharat Filling Station,Chhindwara,XP95,7,81500,570500,IOCL/CHH/12731,25-05-2025,26-05-2025,INV12731,Pending,Delivered on time,No,24,Yes,42.1,No,3.9,No,Not Scheduled
28-05-2025,SpeedWay Fuels,Katni,HSD (Diesel),27,72500,1957500,IOCL/KAT/12732,25-05-2025,28-05-2025,INV12732,Pending,Partially delivered,Yes,72,Yes,40,No,6.7,No,Not Scheduled
10-05-2025,XYZ Petroleum,Sagar,XP95,9,72500,652500,IOCL/SAG/12733,06-05-2025,10-05-2025,INV12733,Pending,Awaiting payment,No,96,No,52.2,No,2.6,No,Not Scheduled
18-05-2025,XYZ Petroleum,Chhindwara,HSD (Diesel),19,81500,1548500,IOCL/CHH/12734,14-05-2025,18-05-2025,INV12734,Pending,Cancelled due to issue,No,96,No,41.3,No,3.3,No,Not Scheduled
12-05-2025,SpeedWay Fuels,Narsinghpur,XP95,10,72500,725000,IOCL/NAR/12735,10-05-2025,12-05-2025,INV12735,Paid,Partially delivered,No,48,Yes,49.5,No,5.2,No,Not Scheduled
16-05-2025,ABC Fuels,Chhindwara,XP100,16,72500,1160000,IOCL/CHH/12736,15-05-2025,16-05-2025,INV12736,Paid,Partially delivered,No,24,Yes,53.7,No,3.1,No,Not Scheduled
12-05-2025,Highway Pumps,Jabalpur,XP100,22,74000,1628000,IOCL/JAB/12737,08-05-2025,12-05-2025,INV12737,Paid,Partially delivered,No,96,No,43.1,No,6.3,No,Not Scheduled
02-05-2025,Bharat Filling Station,Sagar,HSD (Diesel),8,74000,592000,IOCL/SAG/12738,30-04-2025,02-05-2025,INV12738,Pending,Delivered on time,No,48,Yes,50,No,9.3,Yes,Not Scheduled
25-05-2025,Highway Pumps,Sagar,MS (Petrol),11,74000,814000,IOCL/SAG/12739,22-05-2025,25-05-2025,INV12739,Paid,Cancelled due to issue,Yes,72,Yes,41.2,No,7.7,Yes,Not Scheduled
01-05-2025,Highway Pumps,Katni,XP100,10,81500,815000,IOCL/KAT/12740,28-04-2025,01-05-2025,INV12740,Pending,Delivered on time,No,72,Yes,49.1,No,7,No,Not Scheduled
27-05-2025,XYZ Petroleum,Seoni,XP100,8,74000,592000,IOCL/SEO/12741,24-05-2025,27-05-2025,INV12741,Pending,Awaiting payment,No,72,Yes,42.5,No,6.2,No,Scheduled
27-05-2025,ABC Fuels,Chhindwara,HSD (Diesel),26,74000,1924000,IOCL/CHH/12742,25-05-2025,27-05-2025,INV12742,Paid,Awaiting payment,No,48,Yes,51,No,5.4,No,Not Scheduled
21-05-2025,ABC Fuels,Jabalpur,MS (Petrol),15,74000,1110000,IOCL/JAB/12743,20-05-2025,21-05-2025,INV12743,Pending,Cancelled due to issue,No,24,Yes,44.5,No,2.7,No,Not Scheduled
16-05-2025,ABC Fuels,Mandla,XP100,8,79000,632000,IOCL/MAN/12744,14-05-2025,16-05-2025,INV12744,Paid,Delivered on time,No,48,Yes,47,No,9.1,Yes,Not Scheduled
25-05-2025,SpeedWay Fuels,Katni,XP100,14,74000,1036000,IOCL/KAT/12745,22-05-2025,25-05-2025,INV12745,Pending,Awaiting payment,No,72,Yes,49,No,3.2,No,Scheduled
31-05-2025,SpeedWay Fuels,Chhindwara,MS (Petrol),26,72500,1885000,IOCL/CHH/12746,26-05-2025,31-05-2025,INV12746,Pending,Awaiting payment,No,120,No,42.6,No,1.8,No,Not Scheduled
08-05-2025,SpeedWay Fuels,Sagar,MS (Petrol),8,79000,632000,IOCL/SAG/12747,06-05-2025,08-05-2025,INV12747,Pending,Partially delivered,No,48,Yes,51.1,No,7.8,Yes,Not Scheduled
12-05-2025,ABC Fuels,Chhindwara,XP100,17,74000,1258000,IOCL/CHH/12748,07-05-2025,12-05-2025,INV12748,Paid,Delivered on time,No,120,No,44.5,No,2.6,No,Scheduled
07-05-2025,XYZ Petroleum,Narsinghpur,HSD (Diesel),18,72500,1305000,IOCL/NAR/12749,03-05-2025,07-05-2025,INV12749,Paid,Delivered on time,No,96,No,49.9,No,4.3,No,Not Scheduled
17-05-2025,ABC Fuels,Narsinghpur,XP95,15,81500,1222500,IOCL/NAR/12750,14-05-2025,17-05-2025,INV12750,Paid,Awaiting payment,No,72,Yes,42.4,No,1.3,No,Not Scheduled
31-05-2025,ABC Fuels,Damoh,MS (Petrol),8,74000,592000,IOCL/DAM/12751,29-05-2025,31-05-2025,INV12751,Pending,Delivered on time,No,48,Yes,50.3,No,2.2,No,Not Scheduled
28-05-2025,Highway Pumps,Katni,HSD (Diesel),23,79000,1817000,IOCL/KAT/12752,25-05-2025,28-05-2025,INV12752,Pending,Partially delivered,No,72,Yes,41.9,No,2.6,No,Not Scheduled
29-05-2025,Highway Pumps,Chhindwara,XP100,23,81500,1874500,IOCL/CHH/12753,27-05-2025,29-05-2025,INV12753,Pending,Awaiting payment,No,48,Yes,46.4,No,1.5,No,Not Scheduled
14-05-2025,ABC Fuels,Chhindwara,HSD (Diesel),20,72500,1450000,IOCL/CHH/12754,12-05-2025,14-05-2025,INV12754,Paid,Awaiting payment,No,48,Yes,43.7,No,6.9,No,Scheduled
10-05-2025,Highway Pumps,Damoh,XP95,8,81500,652000,IOCL/DAM/12755,07-05-2025,10-05-2025,INV12755,Pending,Partially delivered,No,72,Yes,51.2,No,8.5,Yes,Not Scheduled
28-05-2025,XYZ Petroleum,Narsinghpur,HSD (Diesel),6,74000,444000,IOCL/NAR/12756,26-05-2025,28-05-2025,INV12756,Pending,Awaiting payment,No,48,Yes,43.9,No,4.4,No,Not Scheduled
05-05-2025,Highway Pumps,Seoni,HSD (Diesel),17,81500,1385500,IOCL/SEO/12757,02-05-2025,05-05-2025,INV12757,Paid,Awaiting payment,No,72,Yes,53.2,No,8.9,Yes,Not Scheduled
22-05-2025,SpeedWay Fuels,Seoni,HSD (Diesel),30,81500,2445000,IOCL/SEO/12758,20-05-2025,22-05-2025,INV12758,Paid,Delivered on time,No,48,Yes,53.4,No,2.9,No,Scheduled
03-05-2025,XYZ Petroleum,Damoh,MS (Petrol),19,72500,1377500,IOCL/DAM/12759,28-04-2025,03-05-2025,INV12759,Paid,Delivered on time,Yes,120,No,42.9,No,3.9,No,Not Scheduled
14-05-2025,Highway Pumps,Chhindwara,XP95,9,72500,652500,IOCL/CHH/12760,13-05-2025,14-05-2025,INV12760,Paid,Cancelled due to issue,No,24,Yes,49.2,No,2.4,No,Not Scheduled
30-05-2025,ABC Fuels,Seoni,HSD (Diesel),7,72500,507500,IOCL/SEO/12761,25-05-2025,30-05-2025,INV12761,Paid,Delivered on time,Yes,120,No,41.3,No,6.6,No,Not Scheduled
31-05-2025,Highway Pumps,Mandla,HSD (Diesel),6,79000,474000,IOCL/MAN/12762,29-05-2025,31-05-2025,INV12762,Paid,Partially delivered,No,48,Yes,45.9,No,4.8,No,Not Scheduled
19-05-2025,Highway Pumps,Damoh,XP100,22,81500,1793000,IOCL/DAM/12763,16-05-2025,19-05-2025,INV12763,Paid,Delivered on time,No,72,Yes,50.7,No,6.5,No,Not Scheduled
07-05-2025,XYZ Petroleum,Damoh,XP100,26,74000,1924000,IOCL/DAM/12764,05-05-2025,07-05-2025,INV12764,Pending,Awaiting payment,No,48,Yes,49.9,No,7.9,Yes,Not Scheduled
27-05-2025,Bharat Filling Station,Narsinghpur,HSD (Diesel),10,79000,790000,IOCL/NAR/12765,25-05-2025,27-05-2025,INV12765,Paid,Partially delivered,No,48,Yes,49.4,No,5.9,No,Not Scheduled
09-05-2025,Highway Pumps,Jabalpur,XP100,24,81500,1956000,IOCL/JAB/12766,06-05-2025,09-05-2025,INV12766,Pending,Cancelled due to issue,No,72,Yes,44.2,No,6.6,No,Scheduled
26-05-2025,SpeedWay Fuels,Sagar,XP95,11,79000,869000,IOCL/SAG/12767,21-05-2025,26-05-2025,INV12767,Paid,Delivered on time,No,120,No,45.7,No,9.4,Yes,Not Scheduled
09-05-2025,XYZ Petroleum,Sagar,HSD (Diesel),10,79000,790000,IOCL/SAG/12768,06-05-2025,09-05-2025,INV12768,Paid,Partially delivered,No,72,Yes,41.5,No,3.7,No,Not Scheduled
15-05-2025,Bharat Filling Station,Mandla,HSD (Diesel),7,81500,570500,IOCL/MAN/12769,14-05-2025,15-05-2025,INV12769,Pending,Cancelled due to issue,No,24,Yes,50.8,No,4.2,No,Not Scheduled
18-05-2025,Bharat Filling Station,Katni,MS (Petrol),9,74000,666000,IOCL/KAT/12770,16-05-2025,18-05-2025,INV12770,Pending,Partially delivered,Yes,48,Yes,47.6,No,7.5,Yes,Not Scheduled
21-05-2025,SpeedWay Fuels,Mandla,XP100,30,79000,2370000,IOCL/MAN/12771,16-05-2025,21-05-2025,INV12771,Pending,Partially delivered,No,120,No,50.6,No,6.5,No,Not Scheduled
26-05-2025,Bharat Filling Station,Sagar,XP95,14,79000,1106000,IOCL/SAG/12772,25-05-2025,26-05-2025,INV12772,Pending,Awaiting payment,No,24,Yes,43.7,No,2.6,No,Not Scheduled
04-05-2025,Highway Pumps,Damoh,MS (Petrol),24,72500,1740000,IOCL/DAM/12773,01-05-2025,04-05-2025,INV12773,Paid,Cancelled due to issue,No,72,Yes,44.9,No,4.4,No,Not Scheduled
23-05-2025,Highway Pumps,Jabalpur,HSD (Diesel),12,74000,888000,IOCL/JAB/12774,18-05-2025,23-05-2025,INV12774,Paid,Partially delivered,No,120,No,45,No,5.2,No,Not Scheduled
08-05-2025,Highway Pumps,Narsinghpur,XP100,30,79000,2370000,IOCL/NAR/12775,04-05-2025,08-05-2025,INV12775,Paid,Awaiting payment,No,96,No,40.4,No,4.8,No,Not Scheduled
07-05-2025,SpeedWay Fuels,Damoh,XP95,16,74000,1184000,IOCL/DAM/12776,04-05-2025,07-05-2025,INV12776,Paid,Awaiting payment,Yes,72,Yes,45.1,No,2.6,No,Not Scheduled
15-05-2025,ABC Fuels,Narsinghpur,XP100,30,81500,2445000,IOCL/NAR/12777,11-05-2025,15-05-2025,INV12777,Paid,Delivered on time,No,96,No,52,No,9.3,Yes,Scheduled
31-05-2025,Bharat Filling Station,Chhindwara,HSD (Diesel),12,74000,888000,IOCL/CHH/12778,28-05-2025,31-05-2025,INV12778,Pending,Cancelled due to issue,No,72,Yes,53.5,No,7.9,Yes,Not Scheduled
06-05-2025,Highway Pumps,Jabalpur,XP95,11,72500,797500,IOCL/JAB/12779,01-05-2025,06-05-2025,INV12779,Paid,Awaiting payment,No,120,No,47.8,No,5.3,No,Not Scheduled
18-05-2025,Bharat Filling Station,Narsinghpur,HSD (Diesel),21,74000,1554000,IOCL/NAR/12780,15-05-2025,18-05-2025,INV12780,Paid,Cancelled due to issue,Yes,72,Yes,46.8,No,7.1,Yes,Scheduled
08-05-2025,Bharat Filling Station,Mandla,XP95,15,72500,1087500,IOCL/MAN/12781,05-05-2025,08-05-2025,INV12781,Paid,Cancelled due to issue,No,72,Yes,40.5,No,9.1,Yes,Not Scheduled
17-05-2025,SpeedWay Fuels,Katni,HSD (Diesel),26,72500,1885000,IOCL/KAT/12782,14-05-2025,17-05-2025,INV12782,Pending,Awaiting payment,No,72,Yes,53.2,No,2.2,No,Not Scheduled
15-05-2025,Highway Pumps,Damoh,XP100,10,72500,725000,IOCL/DAM/12783,11-05-2025,15-05-2025,INV12783,Pending,Awaiting payment,No,96,No,40.2,No,3.3,No,Scheduled
22-05-2025,XYZ Petroleum,Chhindwara,XP95,12,72500,870000,IOCL/CHH/12784,19-05-2025,22-05-2025,INV12784,Pending,Partially delivered,No,72,Yes,54.2,No,5.9,No,Not Scheduled
14-05-2025,ABC Fuels,Damoh,XP95,23,81500,1874500,IOCL/DAM/12785,11-05-2025,14-05-2025,INV12785,Paid,Delivered on time,No,72,Yes,47.3,No,8.2,Yes,Not Scheduled
03-05-2025,SpeedWay Fuels,Mandla,XP100,28,74000,2072000,IOCL/MAN/12786,01-05-2025,03-05-2025,INV12786,Pending,Partially delivered,No,48,Yes,45.1,No,1.3,No,Scheduled
11-05-2025,SpeedWay Fuels,Mandla,HSD (Diesel),7,74000,518000,IOCL/MAN/12787,09-05-2025,11-05-2025,INV12787,Paid,Delivered on time,No,48,Yes,53.9,No,9.9,Yes,Not Scheduled
